,step,entity,name,id,model,dataset,subset,initial_model,project,exit_condition,metric,seed,dev,test,range_from,range_to
455,14,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.904,0.876,6,7
456,15,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.906,0.879,8,9
457,16,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.908,0.877,7,8
458,17,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.903,0.873,5,6
459,18,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.898,0.869,5,6
460,19,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.878,0.853,3,4
461,20,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.858,0.829,3,4
462,21,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.733,0.708,2,3
463,22,szegedai-semantics,feasible-serenity-201,c2plet9m,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.539,0.5,1,2
464,0,szegedai-semantics,noble-durian-198,e4pylm2t,distilbert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.796,0.776,1,2
465,1,szegedai-semantics,noble-durian-198,e4pylm2t,distilbert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.8,0.782,3,4
466,2,szegedai-semantics,noble-durian-198,e4pylm2t,distilbert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.763,0.747,1,2
467,3,szegedai-semantics,noble-durian-198,e4pylm2t,distilbert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.827,0.802,1,2
468,4,szegedai-semantics,noble-durian-198,e4pylm2t,distilbert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.804,0.791,1,2
469,0,szegedai-semantics,polished-breeze-197,a7uafcti,distilbert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.807,0.795,1,2
470,1,szegedai-semantics,polished-breeze-197,a7uafcti,distilbert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.845,0.834,4,5
471,2,szegedai-semantics,polished-breeze-197,a7uafcti,distilbert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.852,0.837,3,4
472,3,szegedai-semantics,polished-breeze-197,a7uafcti,distilbert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.892,0.867,2,3
473,4,szegedai-semantics,polished-breeze-197,a7uafcti,distilbert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.559,0.533,1,2
474,0,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.888,0.872,11,12
475,1,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.888,0.871,10,11
476,2,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.888,0.871,2,3
477,3,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.887,0.871,7,8
478,4,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.887,0.871,5,6
479,5,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.886,0.871,5,6
480,6,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.884,0.868,2,3
481,7,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.835,0.823,3,4
482,8,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.803,0.789,2,3
483,9,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.8,0.794,1,2
484,10,szegedai-semantics,copper-frost-190,u36ry2pr,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.802,0.797,0,1
485,0,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.761,0.75,21,22
486,1,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.758,0.756,21,22
487,2,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.872,0.852,9,10
488,3,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.772,0.768,13,14
489,4,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.78,0.759,8,9
490,5,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.841,0.823,17,18
491,6,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.726,0.709,8,9
492,7,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.824,0.803,7,8
493,8,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.848,0.829,7,8
494,9,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.856,0.836,1,2
495,10,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.852,0.833,11,12
496,11,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.851,0.834,11,12
497,12,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.821,0.807,10,11
498,13,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.834,0.821,3,4
499,14,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.806,0.788,2,3
500,15,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.835,0.811,8,9
501,16,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.852,0.824,7,8
502,17,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.838,0.806,5,6
503,18,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.835,0.809,3,4
504,19,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.809,0.781,3,4
505,20,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.783,0.763,3,4
506,21,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.81,0.794,0,1
507,22,szegedai-semantics,stellar-dust-189,mrevxne7,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.769,0.753,1,2
508,0,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.971,0.94,10,11
509,1,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.971,0.942,7,8
510,2,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.97,0.94,8,9
511,3,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.968,0.939,8,9
512,4,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.968,0.938,6,7
513,5,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.966,0.934,5,6
514,6,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.963,0.931,5,6
515,7,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.956,0.927,4,5
516,8,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.948,0.916,3,4
517,9,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.928,0.901,2,3
518,10,szegedai-semantics,twilight-yogurt-188,2ni3i8m0,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.881,0.864,1,2
519,0,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.766,0.745,2,3
520,1,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.79,0.771,5,6
521,2,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.805,0.786,5,6
522,3,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.808,0.792,5,6
523,4,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.82,0.802,1,2
524,5,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.821,0.797,1,2
525,6,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.797,0.781,2,3
526,7,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.805,0.782,1,2
527,8,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.806,0.782,3,4
528,9,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.794,0.771,2,3
529,10,szegedai-semantics,apricot-dragon-187,rbsz558k,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.775,0.769,0,1
530,0,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.829,0.812,5,6
531,1,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.854,0.841,2,3
532,2,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.883,0.864,2,3
533,3,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.898,0.875,5,6
534,4,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.899,0.877,6,7
535,5,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.885,0.863,3,4
536,6,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.88,0.857,5,6
537,7,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.872,0.842,3,4
538,8,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.87,0.832,3,4
539,9,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.856,0.833,2,3
540,10,szegedai-semantics,winter-wave-186,9imm8xpi,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,4,0.552,0.54,1,2
541,0,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.891,0.875,10,11
542,1,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.891,0.875,4,5
543,2,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.891,0.874,7,8
544,3,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.885,0.868,5,6
545,4,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.88,0.865,7,8
546,5,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.88,0.865,2,3
547,6,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.878,0.863,5,6
548,7,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.879,0.863,3,4
549,8,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.882,0.868,3,4
550,9,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.875,0.86,1,2
551,10,szegedai-semantics,visionary-music-185,8j7skskl,roberta-base,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.839,0.827,1,2
552,0,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.973,0.943,10,11
553,1,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.971,0.941,9,10
554,2,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.97,0.94,4,5
555,3,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.969,0.938,7,8
556,4,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.968,0.936,4,5
557,5,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.966,0.932,6,7
558,6,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.963,0.93,5,6
559,7,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.958,0.926,4,5
560,8,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.949,0.915,2,3
561,9,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.924,0.895,2,3
562,10,szegedai-semantics,super-sunset-184,r22sx1c6,roberta-base,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.883,0.862,1,2
563,0,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.785,0.767,2,3
564,1,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.817,0.799,5,6
565,2,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.803,0.784,7,8
566,3,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.799,0.78,8,9
567,4,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.798,0.78,2,3
568,5,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.805,0.786,5,6
569,6,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.829,0.806,5,6
570,7,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.825,0.808,0,1
571,8,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.819,0.798,3,4
572,9,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.801,0.783,2,3
573,10,szegedai-semantics,hopeful-dew-183,pnv12nyr,bert-base-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.774,0.756,1,2
574,0,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.874,0.853,7,8
575,1,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.875,0.86,2,3
576,2,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.9,0.879,2,3
577,3,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.909,0.882,2,3
578,4,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.903,0.878,4,5
579,5,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.899,0.871,4,5
580,6,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.888,0.856,3,4
581,7,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.886,0.858,2,3
582,8,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.873,0.854,2,3
583,9,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.86,0.839,2,3
584,10,szegedai-semantics,proud-eon-182,hcsoi3jh,bert-base-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,3,0.552,0.512,0,1
585,0,szegedai-semantics,playful-voice-181,9rw6qtf4,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.775,0.778,18,19
586,1,szegedai-semantics,playful-voice-181,9rw6qtf4,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.788,0.781,20,21
587,2,szegedai-semantics,playful-voice-181,9rw6qtf4,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.764,0.749,15,16
588,3,szegedai-semantics,playful-voice-181,9rw6qtf4,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.807,0.804,6,7
